통제번호,키워드1,키워드2,키워드3
2B206.b.,해미셀; 해미셸; 해미쉘; hemishell; linear angular inspection,,공작; machine tool
2B206.c.,선형가변차동변압기; 선형전압차동변압기; 선형전압 차종변압기; 직선 변위측정기; interferometer; linear displacement; linear variable differential transformer; LVDT,레이저; 변위측정기; displacement measuring system; laser,공작; 직선; linear; machine tool
2B207.,로봇; 로보트; 엔드이펙터; end-effector; robot,,
2B209.,맨드릴; 유동성형; 회전성형; 유동성형기; 회전성형기; flow forming; flow forming machine; mandrel; spin forming; spin forming machine,성형; 성형기; forming machine,
2B219.,밸런싱머신; 원심밸런싱머신; balancing machine; centrifugal balancing machine,밸런싱; balancing,
2B225.,원격조작; 원격조작기; remote manipulator,핫셀; hot cell,
2B226.,유도로; 전력공급장치; induction furnace; power supply,로; 전력; furnace; power,
2B227.,주조로; 금속용융로; casting furnace; metallurgical melting furnace,용융로; melting furnace,로; furnace
2B227.a.,아크 용융로; 아크 주조로; 아크 재용융로; arc casting furnace; arc melt furnace; arc remelt furnace,아크; arc,
2B227.b.,플라즈마 분무로; 플라즈마 용융로; 전자빔 용융로; electron beam melting furnace; plasma atomisation furnace; plasma melting furnace,전자빔; 플라즈마; electron beam; plasma,
2B227.d.,토치; 플라즈마; 플라즈마토치; plasma; plasma torch; torch,,
2B227.e.,전자빔 건; electron beam gun,건; gun,
2B228.,금형; 맨드렐; 맨드릴; 직선화; 회전자; 벨로우즈; 벨로우즈성형; bellows; bellows-forming; die; mandrel; rotor; straightening,성형; 성형기; forming machine,
2B228.a.,원심분리; 회전자조립; 회전자조립장비; centrifuge; rotor assemblies; rotor assembly,,
2B228.b.,회전자직선화; rotor straightening,,
2B228.c.,맨드렐; 맨드릴; mandrel,,
2B230.,압력계; 압력센서; 압력변환기; 압력전송기; 압력측정기; pressure sensor; pressure transducer; pressure transmitter,압력; 변환기; pressure; transducer;  transmitter,
2B231.,"진공펌프; 크라이오 펌프; 이온 펌프; 확산 펌프; 기체 흡착식 펌프; 오일 확산 펌프; ion pump; oil diffusion pump, diffusion pump, gas entrapment type pump, cryo pump; vacuum pump",진공; 펌프; pump; vacuum,
2B232.,건; 가스건; 고속도; 고속도건; gas gun; gun; high velocity gun,속도; velocity,
2B233.,"압축기; 진공펌프; 컴프레서; 콤프레서; 스크롤 펌프; 스크롤 압축기; 스크롤 진공펌프; 스크롤 진공 펌프; compressor; scroll pump, vacuum scroll pump, scroll compressor; vacuum pump",진공; 펌프; pump; vacuum,
2B350.,,설비; 장비; 생산설비; 제조설비,
2B350.a.,믹서; 챔버; 반응기; 혼합기; 반응용기; 혼합챔버; chamber; mixer; reaction vessel; reactor,교반기; agitator,용기; 탱크; tank; vessel
2B350.b.,믹서; 젓개; 교반기; 임펠러; 교반장치; 블레이드; agitator; blade; impeller; mixer; stirrer,,
2B350.c.,용기; 챔버; 탱크; 수집조; 혼합기; 저장용기; 저장탱크; 혼합챔버; chamber; container; mixer; receiver; storage tank; tank; vessel,저장; storage,
2B350.d.,히터; 냉각기; 보일러; 컨덴서; 콘덴서; 열교환기; boiler; chiller; condensor; cooler; exchanger; heater; heat exchanger,판; 코일; 튜브; coil; plate; tube,블록; core
2B350.e.,증류; 컬럼; 흡수; 배분기; 수집기; 증류탑; 흡수탑; 액체배분기; 액체수집기; absorption; column; distillation; liquid collector; liquid distributer; vapor; vapour,탑; 타워; 트레이; distributer; tower; tray,
2B350.f.,충전; 충전장비; 원격충전장비; filling; filling equipment; remote filling equipment,,
2B350.g.,밸브; 벨브; 밸브 몸체; 밸브 바디; 벨브 바디; 밸브 케이싱; 벨브 라이너; 벨브 케이싱; valve; valve body; valve casing,"수전; 트랩; 볼밸브; 소화전; 감압밸브; 공기밸브; 급속밸브; 긴급밸브; 니들밸브; 블록벨브; 서보벨브; 세척밸브; 안전밸브; 앵글밸브; 전동밸브; 전자밸브; 조작밸브; 체크밸브; 퍼펫벨브; 핀치벨브; 호흡밸브; 게이지밸브; 게이트밸브; 글로브밸브; 뉴매틱벨브; 릴리프밸브; 밸로스밸브; 밸로즈밸브; 벨로스밸브; 벨로즈밸브; 플러그밸브; 밸로우즈밸브; 벨로우즈밸브; 슬라이브밸브; 압력조절벨브; 자동제어밸브; 자동조절밸브; 다이아프램밸브; 다이어프램밸브; 버터플라이밸브; 솔레노이드벨브; 나이프게이트벨브; 코크벨브, 뉴메틱벨브",발브; 밸브; 벨브; 레귤레이터; 스피드컨트롤러; regulator; speed controller
2B350.h.,누출; 다중벽; 이중벽; 파이프; 누출탐지; 다중벽파이프; detector; leak; leakage; multi walled piping; multi wall pipe; pipe,,
2B350.i.,펌프; 이젝터; 임펠러; 제트펌프 노즐; 진공 펌프; 펌프 케이싱; ejector; impeller; jet pump nozzle; multiple seal pump; pump; pump body; seal less pump; vacuum pump,벤펌프; 송풍기; 압축기; 회전자; 기어펌프; 기어펌프; 분자펌프; 왕복펌프; 원심펌프; 이온펌프; 전자펌프; 제트펌프; 증기펌프; 터보펌프; 확산펌프; 회전펌프; 드라이펌프; 로터리펌프; 스크류펌프; 왕복압축기; 원심압축기; 터보송풍기; 터보압축기; 회전송풍기; 회전압축기; 크라이오펌프; 터보분자펌프; 다이아프램 펌프; 다이어프램 펌프; 케이싱 라이너; casing liner; rotor,"압축기; 진공펌프; 진공펌프; 컴프레서; 콤프레서; 크라이오 펌프; 스크롤 펌프; 스크롤 압축기; 스크롤 진공펌프; 스크롤 진공 펌프; 이온 펌프; 확산 펌프; 기체 흡착식 펌프; 오일 확산 펌프; compressor; ion pump; oil diffusion pump, diffusion pump, gas entrapment type pump, cryo pump; scroll pump, vacuum scroll pump, scroll compressor; vacuum pump; vacuum pump"
2B350.j.,소각; 소각로; 소각시설; 소각장치; 화합물소각; 소각 시스템; chemical incinerator; flare system; incinerator,,
2B350.k.,보수; 보수조립체; prefabricated repair assemblies; prefabricated repair assembly,교반기; 반응기; 수집조; 반응용기; 저장탱크; 콘테이너; agitator; container; reaction vessel; receiver; storage tank; tank; vessel,날; 축; 임펠러; blade; impeller; shaft
2B351.,분석기; 탐지기; 가스분석기; 가스탐지기; 독성가스 모니터링 시스템; gas detector; gas monitor; gas monitoring system; gas sensor,감지; 감지장치; 센서 카트리지; detector; sensor cartridge; sensor device,도시미터; 독성가스; 방사능 선량계; 휴대용 탐지기; 탐지 장비; 가스 감지기; 가스 분석기; 가스 탐지기; 탐지 시스템; 가스 감지 장치; 가스 경보 시스템; detection equipment; detection system; gas alarm system; gas analyser; gas detector; portable gas alarm; portable gas detector; toxic gas; X-RAY 측정기
2B352.,생물안전; 생물안전시설; biological safety facility,,
2B352.a.,차단시설; BL3; BL4; containment facilities; L3; L4; P3; P4,멸균기; 통과문; 오염제거 샤워기; autoclave; decontamination showers; walkthrough doors,
2B352.b.,발효조; 배양기; 배양챔버; 생물반응기; 연속배양기; 화학조절장치; bioreactors; chemostats; continuous-flow systems; Cultivation chambers; Fermenter,배양; Cultivation,
2B352.c.,원심분리기; 상층액분리기; 원심분리장치; Centrifugal separator; decanters,,멸균기; autoclave
2B352.d.,필터; 여과장비; 혈액투석장비; 역삼투압 장비; filter; filtration equipment; hemodialysis equipment; reverse osmosis,여과; filtration,모듈; 카세트; 엘리먼트; 카트리지; cartridge; cassette; element; module; plate; unit
2B352.e.,건조; 동결; 동결건조; 동결건조장비; dry; freeze drying equipment; freezing,,
2B352.f.,보호장비; 봉쇄장비; containment equipment; Protective equipment,,
2B352.f.1.,보호복; 보호의복; 보호 머리덮개; Protective apparatus; Protective hoods; Protective suits,보호복; 보호의; 실험복; 내화학복; 화학물질용 보호복; 보호 신발; 보호 장갑; hazmat suit; lead protective equipment; personal protective equipment; protective boots; protective clothing; protective ensemble; protective garment; protective gloves; protective shoes; protective suit; radiation protective clothing,
2B352.f.2.,분리대; 생물안전작업대; 생물안전캐비넷; 생물학적봉쇄 챔버; biocontainment chambers; biological safety cabinets; biosafety cabinets; BSC; isolators,,
2B352.g.,에어로졸 흡입장비; Aerosol inhalation equipment,챔버; 흡입장비; chamber; inhalation equipment,
2B352.h.,분무장치; 연무장치; 스프레이붐; 에어로졸발생기; 스프레이 어레이; 에어로졸 발생기 유닛; Aerosol generating units; spray array; Spray arrays; spray boom; Spray booms,분무; 연무; 스프레이; 에어로졸; aerosol; fogging; spray; Spraying,에어로졸 발생장치; 에어로졸 발생기 어레이; 분무용 기중기 팔; 분무 시스템; 연무 시스템; Aerosol generating unit; fogging system; Spraying system
2B352.i.,분무건조기; 분무건조장비; spray-dryer; Spray drying equipment,건조; 분무; dry; spray,
2B352.j.,핵산조립기; 핵산합성기; Nucleic acid assemblers; Nucleic acid synthesizers,핵산; Nucleic acid; PCR,
2B901.,적층; 적층장비; 적층 제조장비; 3D 프린터; 3D 프린팅; 3D printer; 3D printing; Additive; Additive manufacturing equipment,금속 적층; 적층 가공; addititive manufacturing; metal additive,고온계; 분광기; 라디오 미터; 이미징 카메라; Imaging camera; Pyrometer; radiometer; spectrometer
2D001.,로봇; 밀링; 성형; 연삭; 증착; 측정; 치수; 터닝; 표면; 베어링; 정수압; 측정기; 테이블; 프레스; 공작기계; 방전가공; 치수검사; 치수측정; 표면처리; 표면거칠기; 정수압프레스; bearing; deposition; dimension; dimensional inspection; electrical discharge; forming; grinding; isostatic press; machine tool; measurement; measuring unit; milling; robot; surface; table; turning,,공작
2D002.,수치제어; 윤곽제어; contouring control; numerical control; software,,
2D003.,광학다듬질; finishing; optical finishing,,
2D101.,진동; 밸런싱; 진동시험; 원심가속도; 정수압 프레스; 유동 성형; 회전 성형; balancing; centrifugal; centrifuge; flow forming; isostatic press; spin forming; vibration,,
2D201.,로; 로봇; 밸런싱; 용융로; 주조로; 정수압 프레스; 유동 성형; 회전 성형; balancing; casting furnace; flow forming; isostatic press; melting furnace; robot; spin forming,,
2D202.,머시닝; 공작기계; 머시닝센터; machine tool; machining center,,
2D351.,분석기; 탐지기; 가스분석기; 가스탐지기; 독성가스 모니터링 시스템; gas detector; gas monitor; gas monitoring system; gas sensor,감지; 감지장치; 센서 카트리지; detector; sensor cartridge; sensor device,도시미터; 독성가스; 방사능 선량계; 휴대용 탐지기; 탐지 장비; 가스 감지기; 가스 분석기; 가스 탐지기; 탐지 시스템; 가스 감지 장치; 가스 경보 시스템; detection equipment; detection system; gas alarm system; gas analyser; gas detector; portable gas alarm; portable gas detector; toxic gas; X-RAY 측정기
2D352.,핵산조립기; 핵산합성기; Nucleic acid assemblers; Nucleic acid synthesizers,핵산; Nucleic acid; PCR,조립기; 합성기; assemblers　; synthesizers
2D901.,적층; 적층장비; 적층 제조장비; 3D 프린터; 3D 프린팅; 3D printer; 3D printing; Additive; Additive manufacturing equipment,금속 적층; 적층 가공; addititive manufacturing; metal additive,
2E003.b.,제조공정; 금속 가공,,
2E003.b.1.,공구; 다이; 고정구; 직접작용 유압프레싱; 초소성 성형; 확산 결합; Diffusion bonding; Direct-acting; Direct-acting hydraulic pressing; hydraulic pressing; Superplastic forming,유압프레싱; hydraulic pressing,
2E003.c.,"다이; 유압성형기, 인장성형기; 비행기 기체 구조물 제조; hydraulic stretch-forming machine",,
2E003.e.,수치제어 유닛; 의사결정 지원; 작업 현장 운영,,
2E003.f.,무기코팅; 이온주입; 물리기상증착; 화학기상증착; 확산침투처리; 전자빔기상증착; 열기화물리기상증착; 무기재료 코팅; 비전자성 기판; 플라즈마 분사; 스퍼트 증착; 슬러리 증착; 표면 개질; 이온 저항열 물리기상증착; CVD; EB-PVD; inorganic overlay coating; inorganic surface modification coating; Ion Implantation; non-electronic substrate; pack cementation; Plasma spraying; PVD; Slurry Deposition; Sputter Deposition; TE-PVD,,
2E901.,코팅; 코팅 시스템; coating; coating system,모재; 붕소; 섬유; 실리콘; 실리콘; 전구체; 질화물; 알루미나; 지르코늄; 카바이드; 질화실리콘; 폴리실라잔; 복합재료세라믹; 실리콘카바이드; 폴리카르보실라잔; 폴리오르가노실레인; 세라믹 분말; Al2O3; alumina; boron; carbide; ceramic; ceramic powder; composite; composite material; fiber; matrix; nitride; polycarbosilazane; polydiorganosilane; polysilazane; precursor; precursor material; silicon; silicon carbide; silicon nitride; slicon; zirconium,
3A001.,반도체; 전자부품; 전자품목; Electronic component; Electronic items; Semiconductor,반도채,
3A001.a.,집적회로; IC; Ics; Integrated Cricuits,칩; 보드; 회로; 피씨비; 인쇄회로; 전자기판; 회로소자; 광집적회로; 인쇄회로기판; 실리콘온사파이어; 하이브리드 집적회로; 단일칩 집적회로; 멀티칩 칩적회로; 필름형 집적회로; 단일칩 마이크로웨이브 집적회로; 3차원 집적회로; board; IC chip; PCB; PCB기판; PCBA; Printed circuit board,직접회로; Film type intergrated circuit; Hybrid integrated circuit; Monolithic intergrated circuit; Monolithic microwave integrated circuit; Multichip integrated circuit; optical integrated circuit; silicon-on-sapphire integrated circuit; Three dimensional integrated circuit
3A001.a.1.,내방사선 집적회로,Radiation hardened,
3A001.a.10.,주문형 집적회로,Custom Integrated circuits,
3A001.a.11.,화합물반도체; 디지털 집적회로,Compound semiconductor; Digital integrated circuits,
3A001.a.12.,고속 푸리에 변환 프로세서; FFT,Fast Fourier Transform processor,
3A001.a.13.,디지털 주파수합성기,DDS; Direct Digital Synthesizer,
3A001.a.14.,아날로그-디지털 변환; ADC; Analog-Digital,Analog input; Analog-to-digital converters; Digital output,아나로그
3A001.a.2.,광집적회로; 마이크로회로; 마이크로컴퓨터; 비휘발성메모리; 마이크로컨트롤러; 마이크로프로세서; 고속푸리에변환프로세서; 필드프로그래머블 로직 디바이스; 전기광학 집적회로; 아날로그-디지털 변환기; 화합물 반도체; 주문형 집적회로; 디지털-아날로그 변환기; 저장 집적회로; ADC; DAC; SRAM,중앙처리장치; 중앙연산처리장치; Analogue-to-digital converters; Compound Semiconductor; CPU; Digital-to-analogue converters; Microcircuit; Microcomputer; Microcontroller; Microprocessor; Optical integrated circuits; Storage integrated circuits,디램; 메모리반도체; DRAM; 메모리 IC; Memory IC
3A001.a.3.,화합물반도체; 마이크로컴퓨터; 마이크로컨트롤러; 마이크로콘트롤러; 마이크로프로세서; 마이크로 회로,중앙처리장치; 중앙연산처리장치; Compound Semiconductors; CPU; Microcircuits; Microcomputer; Microcontroller; Microprocessor,디지털배열 프로세서; 디지털신호 프로세서; 디지털 코프로세서; Coprocessors
