통제번호,키워드1,키워드2,키워드3
6D002.,레이다; 원격감지용 ; 스펙트럼 영상 센서 ; 레이더 ; 레이다 시스템; 레이더 시스템 ; 레이다 시스템 장비; 레이다 시스템 장비; 레이더 시스템 장비 ; 레이더 시스템 장비 ; 펄스 레이다; 펄스 레이더 ; 전하 결합 소자; CCD ; CMOS ; pulse radar; radar ; radar ; radar ; radar system ; radar system ,,광센서; 레이다; 레이더; 레이저; 카메라; 세공기술; 음향기기; 중력계류; 표면코팅; 다이아몬드; 전자기센서; acoustics; beam; camera; coating; diamond; electric; gravimeter; lazer; magnetic; optical sensor; radar; sensor; turning technique
6D003.a.,음향빔; acoustic beam ; acoustics,,
6D003.c.,"마이크로볼로미터; micro bolometer, 적외선 카메라, 열화상 카메라, 열상카메라, 온도 측정, UV camera",,
6D003.d.,반사경; mirror segment ; segmented mirror,,
6D003.f.,자기장; 자기센서; 전자기장 ; electric field ; magnetic ; mobile ,,
6D003.g.,중력계; 중력경도계 ; gravity,,
6D003.h.1.,항공교통통제; Air Traffic Control; ATC ; radar system ; radom system,,
6D003.h.2.,레이돔; 평균측면로브레벨; 전자조정 위상배열 안테나; Average side-lobe level; electronically scanned array antennae; Radome,,안테나; antennae
6D102.,영상대조장비 ; 영상감지기 ; 지형윤곽 대조장비; 도플러 항법 ; Doppler navigation radar equipment; Imaging sensor equipment ; Scene mapping and correlation (both digital and analogue) equipment ; Terrain contour mapping equipment ,,
6D103.,비행 기록; black box ; recorded system,,
6D203.,프레이밍 ; 스트릭 ; 프레밍 ; 반도체 카메라 ; 고속 카메라; electronic streak ; electron tube camera ; framing ; high speed camera ; 내방사선 카메라 radiation hardened tv; solid state camera ; streak ,,
6E003.,광학적 제조; 레이저 시험; 표적 개발; 표적 사용; 표적 생산; 광학 표면처리 기술; 광학 표면코팅 기술,다이아몬드 세공기술; 초고출력 레이저; 레이저 시험설비; 레이저 진단 장비; SHPL,광센서; 레이더; 레이저; 카메라; 세공기술; 음향기기; 중력계류; 표면코팅; 다이아몬드; 전자기센서; acoustics; beam; camera; coating; diamond; electric; gravimeter; lazer; magnetic; optical sensor; radar; sensor; turning technique
7A001.,가속도계; 선형가속도계 ; 회전가속도계 ; 가속도 ; Accelerometer ; Linear accelerometers,,
7A002.,자이로; 각속도계 ; 각속도 ; angular rate; gyros ,,
7A003.,네비게이션; 자이로나침반; 위성항법 시스템; 데이터 기반의 기준 항법시스템; 관성 항법; 관성 기준 장치; 관성 측정 장치; 관성 기준 시스템; 관성 항법 시스템; 자세 방위 기준 장치; AHRSs; DBRN; IMUs; INSs; IRSs; IRUs; navigation,,
7A004.,자이로 나침반 ; 자이로 천축 나침반 ; 천축 나침반 ; 천체 탐색 ; 태양 센서 ; 별 추적기; 별 고도 센서 ; gyros; star tracker ,,
7A005.,위성항법시스템; 적응형 안테나 시스템 ; BeiDou ; Galileo ; GLONASS ; GNSS ; GPS ; NavIC ; QZSS; Reginal Navigation Satellite Systems ; RNSS ,,
7A006.,고도계; 항공용 고도계 ; altimeters,,
7A008.,수중음파탐지 항법시스템; sonar; Underwater sonar navigation ,,
7A101.,선형 가속도계; Linear accelerometers,관성항법장치,
7A102.,각속도계; 자이로 ; 미사일용 각속도 : gyros,무인항공기 시스템; 로켓 시스템,
7A103.,"계기; 항법장비; 항법 시스템; Inertial measruement equipment; Inertial measurement system; Instrumentation; navigation equipment, navigation system",가속도계; 관성측정장비,
7A103.a.,자세방위기준장치 ; 자이로나침반 ; 유도시스템 ; 관성기준 ; 관성측정 ; 관성항법 ; 가속도 관성; 각속도 관성 ; 자이로 관성 ; 관성 항법시스템 ; accelerometers ; AHRSs ; gyros ; IMUs ; INSs ; IRSs ; IRUs; MWD ,,
7A103.b.,통합비행계기 ; 비행계기 ; 자동조종 비행장치 ; 자이로 안정화; automatic pilots; gyrostabilisers ,,
7A103.c.,통합항법시스템; 위성항법수신기 ; 항법시스템 ; 관성기준 ; 관성항법 ; 도플러 레이다; 레이다 고도계; 레이더 고도계; 도플러 레이더 ; 방위각 시스템 ; 자세 시스템 ; attitude ; Doppler radar; missiles ; navigation ; position ; radar altimeter ; satellite navigation receiver ; velocity ,,
7A103.d.,자기방위센서; automatic pilots; Flight control ; gyrostabilizers ; magnetic heading sensors ,,
7A104.,자이로 나침반 ; 자이로 천축 나침반 ; 천축 나침반 ; 천체 탐색 ; 태양 센서 ; 별 추적기; 별 고도 센서 ; gyros; star tracker ,네비게이션; navigation,항법 시스템; aviation; avionocs 
7A105.,위성항법시스템 수신장치; BeiDou ; Galileo ; GLONASS ; GNSS ; GPS ; magnetic heading sensors); NavIC ; QZSS; Reginal Navigation Satellite Systems ; RNSS ,,항법 시스템; aviation ; avionocs ; navigation
7A106.,고도계 ; 레이다 고도계; 레이더 고도계; 레이저 고도계 ; 항공기 고도계 ; laser radar Altimeters; radar Altimeters ,,항법 시스템; aviation ; avionocs ; navigation
7A115.,방향탐지시스템; 영상감지기 ; 지형윤곽 대조 장비 ; 전자파 방향 탐지기 ; 수동 간섭계 ; 전파 방향 탐지기 ; direction finding equipment ; electromagnetic source ; Imaging sensor equipment ; Passive interferometer equipment; TERCOM ; terrain characteristics ; Terrain contour mapping equipment ,,항법 시스템; aviation ; avionocs ; navigation
7A116.,비행제어시스템 ; 비행제어 서보밸브 ; 전자식 비행제어 시스템 ; 자세 제어 장비 ; Attitude control equipment ; electro-mechanical flight control systems ; electro-optical ; Flight control servo valves; fly-by-light systems ; fly-by-wire ; Hydraulic; mechanical ; Pneumatic ; servo valves ,,항법 시스템; aviation ; avionocs ; navigation
7A117.,미사일 유도 장치; 유도 장치 ; Guidance,,항법 시스템; aviation ; avionocs ; navigation
7B001.,자세방위기준장치 ; 방향탐지시스템 ; 비행제어시스템 ; 위성항법수신기 ; 위성항법시스템 ; 통합항법시스템 ; 위성항법시스템 수신장치 ; 선형가속도계 ; 자기방위센서 ; 자이로나침반 ; 자이로나침반 ; 통합비행계기 ; 회전가속도계 ; 수중음파탐지 항법시스템 ; 네비게이션 ; 영상감지기 ; 유도시스템 ; 항법시스템 ; 가속도계 ; 각속도계 ; 관성기준 ; 관성기준 ; 관성측정 ; 관성항법 ; 관성항법 ; 비행계기 ; 비행제어 서보밸브 ; 자동조종 비행장치 ; 지형윤곽 대조 장비 ; 가속도 ; 각속도 ; 고도계 ; 고도계 ; 자이로 ; 도플러 레이다; 레이다 고도계; 레이다 고도계; 전자식 비행제어 시스템 ; 도플러 레이더 ; 레이더 고도계 ; 레이더 고도계 ; 레이저 고도계 ; 방위각 시스템 ; 자이로 나침반 ; 자이로 안정화 ; 항공기 고도계 ; 항공용 고도계 ; 적응형 안테나 시스템 ; 가속도 관성 ; 각속도 관성 ; 자이로 관성 ; 자이로 천축 나침반 ; 전자파 방향 탐지기 ; 미사일 유도 장치 ; 관성 항법시스템 ; 선형 가속도계 ; 수동 간섭계 ; 자세 시스템 ; 천축 나침반 ; 관성 항법 ; 유도 장치 ; 천체 탐색 ; 태양 센서 ; 관성 기준 시스템 ; 관성 항법 시스템 ; 전파 방향 탐지기 ; 관성 기준 장치 ; 관성 측정 장비 ; 관성 측정 장치 ; 자세 제어 장비 ; 자세 방위 기준 장치 ; 별 추적기 ; 별 고도 센서 ; Accelerometer ; accelerometers ; AHRSs ; AHRSs ; altimeters ; angular rate ; attitude ; Attitude control equipment ; automatic pilots ; automatic pilots ; avigation Satellite Systems ; BeiDou ; BeiDou ; DBRN ; direction finding equipment ; Doppler radar ; electromagnetic source ; electro-mechanical flight control systems ; electro-optical ; Flight control ; Flight control servo valves ; fly-by-light systems ; fly-by-wire ; Galileo ; Galileo ; GLONASS ; GLONASS ; GNSS ; GNSS ; GPS ; GPS ; Guidance; gyros ; gyros ; gyros ; gyrostabilisers ; gyrostabilizers ; Hydraulic ; Imaging sensor equipment ; IMUs ; IMUs ; INSs ; INSs ; IRSs ; IRSs ; IRUs ; laser radar Altimeters ; Linear accelerometers ; Linear accelerometers ; magnetic heading sensors ; magnetic heading sensors) ; mechanical ; missiles ; MWD ; NavIC ; NavIC ; navigation ; navigation ; Passive interferometer equipment; Pneumatic ; position ; QZSS; QZSS ; radar altimeter ; radar Altimeters ; Reginal ; Reginal Navigation Satellite Systems ; RNSS ; RNSS ; satellite navigation receiver ; servo valves ; sonar ; star tracker ; TERCOM ; terrain characteristics ; Terrain contour mapping equipment ; Underwater sonar navigation ; velocity ,교정장비; 시험장비; 정렬장비; 네비게이션; 관성항법장치; alignment equipment; Calibration equipment; navigation ; Test equipment,항법 시스템; aviation ; avionocs ; navigation
7B002.,프로필러미터; 프로필러미터 ; 산란 측정계 ; 링 레이저 자이로용 거울 ; profilometer ; ring laser gyros; scatterometer ,,항법 시스템 ; aviation ; avionocs; navigation
7B003.,자세방위기준장치 ; 방향탐지시스템 ; 위성항법수신기 ; 위성항법시스템 ; 통합항법시스템 ; 위성항법시스템 수신장치 ; 선형가속도계 ; 자이로나침반 ; 자이로나침반 ; 통합비행계기 ; 회전가속도계 ; 수중음파탐지 항법시스템 ; 네비게이션 ; 영상감지기 ; 유도시스템 ; 항법시스템 ; 가속도계 ; 각속도계 ; 관성기준 ; 관성기준 ; 관성측정 ; 관성항법 ; 관성항법 ; 비행계기 ; 비행제어 서보밸브 ; 자동조종 비행장치 ; 지형윤곽 대조 장비 ; 가속도계 축 정렬 ; 가속도 ; 각속도 ; 고도계 ; 자이로 ; 레이다 고도계; 자이로 진공배기 ; 전자식 비행제어 시스템 ; 광섬유 자이로 ; 도플러 레이더 ; 레이더 고도계 ; 레이저 고도계 ; 방위각 시스템 ; 자이로 나침반 ; 자이로 베어링 ; 자이로 시운전 ; 자이로 힘균형 ; 항공기 고도계 ; 항공용 고도계 ; 적응형 안테나 시스템 ; 가속도 관성 ; 각속도 관성 ; 자이로 관성 ; 자이로 모터 ; 자이로 충진 ; 자이로 동적 힘측정 ; 자이로 천축 나침반 ; 전자파 방향 탐지기 ; 자이로 동조 시험 ; 관성 항법시스템 ; 선형 가속도계 ; 수동 간섭계 ; 자세 시스템 ; 천축 나침반 ; 관성 항법 ; 유도 장치 ; 천체 탐색 ; 태양 센서 ; 관성 기준 시스템 ; 관성 항법 시스템 ; 전파 방향 탐지기 ; 관성 기준 장치 ; 관성 측정 장비 ; 관성 측정 장치 ; 자세 제어 장비 ; 자세 방위 기준 장치 ; 별 추적기 ; 별 고도 센서 ; Accelerometer ; accelerometers ; AHRSs ; AHRSs ; altimeters ; angular rate; attitude ; Attitude control equipment ; automatic pilots ; automatic pilots ; BeiDou ; BeiDou ; DBRN ; direction finding equipment ; Doppler radar자기방위센서 ; electromagnetic source ; electro-mechanical flight control systems ; electro-optical ; Flight control ; Flight control servo valves미사일 유도 장치 ; fly-by-light systems ; fly-by-wire ; Galileo ; Galileo ; GLONASS ; GLONASS ; GNSS ; GNSS ; GPS ; GPS ; Guidance ; gyros ; gyros ; gyros ; gyrostabilisers ; gyrostabilizers ; Hydraulic ; Imaging sensor equipment ; IMUs ; IMUs ; INSs ; INSs ; IRSs; IRSs ; IRUs자이로 안정화 ; laser radar Altimeters ; Linear accelerometers ; Linear accelerometers ; magnetic heading sensors ; magnetic heading sensors)레이더 고도계 ; mechanical ; missiles ; MWD ; NavIC ; NavIC ; navigation ; navigation ; Passive interferometer equipment비행제어시스템 ; Pneumatic ; position ; QZSS; QZSS고도계 ; radar altimeter ; radar Altimeters ; Reginal Navigation Satellite Systems ; Reginal Navigation Satellite Systems ; RNSS ; RNSS ; satellite navigation receiver ; servo valves ; sonar ; star tracker ; TERCOM ; terrain characteristics ; Terrain contour mapping equipment ; Underwater sonar navigation ; velocity ,네비게이션; 관성항법장치; navigation ,항법 시스템; aviation ; avionocs ; navigation
7B102.,반사측정기; 레이저 반사측정기 ; 거울의 특성화 ; 레이저 자이로 거울 ; Reflectometers,,항법 시스템; aviation ; avionocs ; navigation
7B103.,미사일 유도 장치; 미사일 유도 장비 생산 ; 유도 장치 ; 유도 장치 생산; Guidance ,,항법 시스템; aviation ; avionocs ; navigation
7D001.,자세방위기준장치 ; 방향탐지시스템 ; 위성항법수신기 ; 위성항법시스템 ; 통합항법시스템 ; 위성항법시스템 수신장치 ; 선형가속도계 ; 자이로나침반 ; 자이로나침반 ; 통합비행계기 ; 프로필러미터 ; 회전가속도계 ; 수중음파탐지 항법시스템 ; 네비게이션 ; 반사측정기 ; 영상감지기 ; 유도시스템 ; 항법시스템 ; 가속도계 ; 각속도계 ; 각속도계 ; 관성기준 ; 관성기준 ; 관성측정 ; 관성항법 ; 관성항법 ; 비행계기 ; 자동조종 비행장치; 비행제어 서보밸브 ; 지형윤곽 대조 장비 ; 가속도계 축 정렬 ; 가속도 ; 각속도 ; 고도계 ; 자이로 ; 자이로 ; 도플러 레이다; 레이다 고도계; 레이저 반사측정기 ; 자이로 진공배기 ; 전자식 비행제어 시스템 ; 거울의 특성화 ; 광섬유 자이로 ; 도플러 레이더 ; 레이더 고도계 ; 레이저 고도계 ; 방위각 시스템 ; 자이로 나침반 ; 자이로 베어링 ; 자이로 시운전 ; 자이로 힘균형 ; 항공기 고도계 ; 항공용 고도계 ; 적응형 안테나 시스템 ; 레이저 자이로 거울 ; 가속도 관성 ; 각속도 관성 ; 자이로 관성 ; 자이로 모터 ; 자이로 충진 ; 자이로 동적 힘측정 ; 자이로 천축 나침반 ; 전자파 방향 탐지기 ; 미사일 유도 장치 ; 자이로 동조 시험 ; 미사일 유도 장비 생산 ; 가진 프로필러미터 ; 관성 항법시스템 ; 선형 가속도계 ; 산란 측정계 ; 수동 간섭계 ; 자세 시스템 ; 천축 나침반 ; 관성 항법 ; 유도 장치 ; 천체 탐색 ; 태양 센서 ; 유도 장치 생산; 관성 기준 시스템 ; 관성 항법 시스템 ; 전파 방향 탐지기 ; 관성 기준 장치 ; 관성 측정 장비 ; 관성 측정 장치 ; 자세 제어 장비 ; 자세 방위 기준 장치 ; 링 레이저 자이로용 거울 ; 별 고도 센서 ; Accelerometer ; accelerometers ; AHRSs ; AHRSs ; altimeters ; angular rate ; attitude ; Attitude control equipment ; automatic pilots ; automatic pilots ; BeiDou ; BeiDou ; DBRN별 추적기 ; direction finding equipment ; Doppler radar자기방위센서 ; electromagnetic source ; electro-mechanical flight control systems ; electro-optical ; Flight control ; Flight control servo valves ; fly-by-light systems ; fly-by-wire ; Galileo ; Galileo ; GLONASS ; GLONASS ; GNSS ; GNSS ; GPS ; GPS ; Guidance ; 미사일용 각속도 : gyros ; gyros ; gyros ; gyros ; gyrostabilisers ; gyrostabilizers ; Hydraulic ; Imaging sensor equipment ; IMUs ; IMUs ; INSs ; INSs ; IRSs ; IRSs ; IRUs자이로 안정화 ; laser radar Altimeters ; Linear accelerometers ; Linear accelerometers ; magnetic heading sensors ; magnetic heading sensors)레이더 고도계 ; mechanical ; missiles ; MWD ; NavIC ; NavIC ; navigation ; navigation ; Passive interferometer equipment비행제어시스템 ; Pneumatic ; position ; profilometer ; QZSS; QZSS고도계 ; radar altimeter ; radar Altimeters ; Reflectometers ; Reginal Navigation Satellite Systems ; Reginal Navigation Satellite Systems ; ring laser gyros ; RNSS ; RNSS ; satellite navigation receiver ; scatterometer ; servo valves ; sonar ; star tracker ; TERCOM ; terrain characteristics ; Terrain contour mapping equipment ; Underwater sonar navigation ; velocity ,네비게이션; 소프트웨어; 관성항법장치; navigation ,항법 시스템; aviation; avionocs 
7D002.,자이로나침반 ; 네비게이션 ; 자이로 나침반 ; 자이로 천축 나침반 ; 관성 항법; 천축 나침반 ; 천체 탐색 ; 태양 센서 ; 관성 기준 시스템 ; 관성 항법 시스템 ; 관성 기준 장치 ; 관성 측정 장비 ; 관성 측정 장치 ; 자세 방위 기준 장치 ; 별 추적기 ; 별 고도 센서 ; AHRSs ; DBRN ; gyros; IMUs ; INSs ; IRSs ; navigation ; star tracker ,네비게이션; 소프트웨어; navigation,항법 시스템; aviation; avionocs 
7D003.,,네비게이션; 소프트웨어; navigation,항법 시스템; aviation; avionocs 
7D003.a.,자이로나침반 ; 수중음파탐지 항법시스템 ; 네비게이션 ; 자이로 나침반 ; 자이로 천축 나침반 ; 관성 항법; 천축 나침반 ; 천체 탐색 ; 태양 센서 ; 관성 기준 시스템 ; 관성 항법 시스템 ; 관성 기준 장치 ; 관성 측정 장비 ; 관성 측정 장치 ; 자세 방위 기준 장치 ; 별 추적기 ; 별 고도 센서 ; AHRSs ; DBRN ; gyros ; IMUs ; INSs ; IRSs ; navigation ; navigation ; sonar; star tracker ; Underwater sonar ,,
7D003.b.,자이로나침반 ; 수중음파탐지 항법시스템 ; 네비게이션 ; 관성 항법 ; 관성 기준 시스템; 관성 항법 시스템 ; 관성 기준 장치 ; 관성 측정 장비 ; 관성 측정 장치 ; 자세 방위 기준 장치 ; AHRSs ; DBRN ; IMUs ; INSs ; IRSs ; navigation ; sonar; Underwater sonar navigation ,,
7D003.e.,헬리콥터; 헬리곱터 ; 광신호 ; 다축 전기신호식 비행조종제어기 ; 순환 제어 방식 방향제어 시스템 ; 순환 제어 반 토크 시스템 ; active flight control systems helicopter multi-axis fly-by-wire ; circulation-controlled direction control systems; Fly-by-light 비행조종제어기 ; fly-by-light controllers ; helicopter circulation controlled anti-torque ,,
7D004.,"전기신호방식 비행조종 시스템 ; 통합비행제어 디지털 비행관리시스템 ; 광신호방식 비행조종 시스템 ; 고장허용 또는 자체 재구성 능동 비행제어 시스템 지상의 정적데이터에 기초한 항공데이터 시스템 ; 통합 추진/비행 제어시스템 ; 3차원 디스플레이; Air data systems based on surface static data ; Digital flight management systems; Fault-tolerant ; fly-by-light systems ; Fly-by-wire systems system; Integrated propulsion and flight control systems ; self-reconfiguring ; Three dimensional displays ; ""total control of flight ",,항법 시스템; aviation ; avionocs ; navigation
7D005.,레인징 코드; ranging code,,항법 시스템; aviation ; avionocs ; navigation
7D101.,관성항법; 자세방위기준장치 ; 방향탐지시스템 ; 비행제어시스템 ; 위성항법수신기 ; 위성항법시스템 ; 통합항법시스템 ; 위성항법시스템 수신장치 ; 선형가속도계 ; 자기방위센서 ; 자이로나침반 ; 자이로나침반 ; 통합비행계기 ; 프로필러미터 ; 회전가속도계 ; 네비게이션 ; 반사측정기 ; 영상감지기 ; 유도시스템 ; 항법시스템 ; 가속도계 ; 각속도계 ; 각속도계 ; 관성기준 ; 관성기준 ; 관성측정 ; 관성항법 ; 비행계기 ; 비행제어 서보밸브 ; 자동조종 비행장치 ; 지형윤곽 대조 장비 ; 가속도계 축 정렬 ; 가속도 ; 각속도 ; 고도계 ; 고도계 ; 자이로 ; 자이로 ; 도플러 레이다; 레이다 고도계; 레이다 고도계; 레이저 반사측정기 ; 자이로 진공배기 ; 전자식 비행제어 시스템 ; 거울의 특성화 ; 광섬유 자이로 ; 도플러 레이더 ; 레이더 고도계 ; 레이더 고도계 ; 레이저 고도계 ; 방위각 시스템 ; 자이로 나침반 ; 자이로 베어링 ; 자이로 시운전 ; 자이로 안정화 ; 자이로 힘균형 ; 항공기 고도계 ; 항공용 고도계 ; 적응형 안테나 시스템 ; 레이저 자이로 거울 ; 가속도 관성 ; 각속도 관성 ; 자이로 관성 ; 자이로 모터 ; 자이로 충진 ; 자이로 동적 힘측정 ; 자이로 천축 나침반 ; 전자파 방향 탐지기 ; 자이로 동조 시험 ; 미사일 유도 장비 생산 ; 가진 프로필러미터 ; 관성 항법시스템 ; 선형 가속도계 ; 산란 측정계 ; 수동 간섭계 ; 자세 시스템 ; 천축 나침반 ; 관성 항법 ; 천체 탐색 ; 태양 센서 ; 유도 장치 생산; 관성 기준 시스템 ; 관성 항법 시스템 ; 전파 방향 탐지기 ; 관성 기준 장치 ; 관성 측정 장비 ; 관성 측정 장치 ; 자세 제어 장비 ; 자세 방위 기준 장치 ; 별 추적기 ; 링 레이저 자이로용 거울 ; 별 고도 센서 ; Accelerometer ; accelerometers ; AHRSs ; AHRSs ; altimeters ; angular rate ; attitude ; Attitude control equipment ; automatic pilots ; automatic pilots ; avigation Satellite Systems ; BeiDou ; BeiDou ; DBRN ; direction finding equipment ; Doppler radar ; electromagnetic source ; electro-mechanical flight control systems ; electro-optical ; Flight control ; Flight control servo valves ; fly-by-light systems ; fly-by-wire ; Galileo ; Galileo ; GLONASS ; GLONASS ; GNSS ; GNSS ; GPS ; GPS ; 미사일용 각속도 : gyros ; gyros ; gyros ; gyros ; gyrostabilisers ; gyrostabilizers ; Hydraulic ; Imaging sensor equipment ; IMUs ; IMUs ; INSs ; INSs ; IRSs ; IRSs ; IRUs ; laser radar Altimeters ; Linear accelerometers ; Linear accelerometers ; magnetic heading sensors ; magnetic heading sensors) ; mechanical ; missiles ; MWD ; NavIC ; NavIC ; navigation ; navigation ; Passive interferometer equipment ; Pneumatic ; position ; profilometer ; QZSS; QZSS ; radar altimeter ; radar Altimeters ; Reflectometers ; Reginal ; Reginal Navigation Satellite Systems ; ring laser gyros ; RNSS ; RNSS ; satellite navigation receiver ; scatterometer ; servo valves ; star tracker ; TERCOM ; terrain characteristics ; Terrain contour mapping equipment ; velocity ,네비게이션; navigation,항법 시스템; aviation ; avionocs ; navigation
7D102.,,,항법 시스템; aviation ; avionocs ; navigation
7D102.a.,자세방위기준장치 ; 자이로나침반 ; 유도시스템 ; 관성기준 ; 관성측정 ; 관성항법 ; 가속도 관성; 각속도 관성 ; 자이로 관성 ; 관성 항법시스템 ; accelerometers ; AHRSs ; gyros ; IMUs ; INSs ; IRSs ; IRUs; MWD ,,
7D102.b.,자세방위기준장치 ; 자이로나침반 ; 자이로나침반 ; 네비게이션 ; 유도시스템 ; 관성기준 ; 관성측정 ; 관성항법 ; 가속도 관성 ; 각속도 관성 ; 자이로 관성 ; 관성 항법시스템 ; 관성 항법 ; 관성 기준 시스템 ; 관성 항법 시스템 ; 관성 기준 장치 ; 관성 측정 장비 ; 관성 측정 장치 ; 자세 방위 기준 장치 ; accelerometers ; AHRSs ; AHRSs ; DBRN ; gyros ; IMUs ; IMUs ; INSs ; INSs ; IRSs ; IRSs ; IRUs; MWD ; navigation,네비게이션; navigation,
7D102.c.,통합항법시스템; 위성항법수신기 ; 항법시스템 ; 관성기준 ; 관성항법 ; 도플러 레이다; 레이다 고도계; 도플러 레이더 ; 레이더 고도계 ; 방위각 시스템 ; 자세 시스템 ; attitude ; Doppler radar; missiles ; navigation ; position ; radar altimeter ; satellite navigation receiver ; velocity ,,
7D103.,미사일 유도 장치; 유도 장치 ; Guidance,,항법 시스템; aviation ; avionocs ; navigation
7D104.,미사일 유도 장치; 유도 장치 ; Guidance,,항법 시스템; aviation ; avionocs ; navigation
7E003.,가속도계; 선형가속도계 ; 자이로나침반 ; 회전가속도계 ; 네비게이션 ; 각속도계 ; 가속도 ; 각속도 ; 자이로 ; 자이로 나침반 ; 자이로 천축 나침반 ; 천축 나침반 ; 관성 항법 ; 천체 탐색 ; 태양 센서 ; 관성 기준 시스템 ; 관성 항법 시스템 ; 관성 기준 장치 ; 관성 측정 장비 ; 관성 측정 장치 ; 자세 방위 기준 장치 ; 별 추적기 ; 별 고도 센서 ; Accelerometer ; AHRSs ; angular rate; DBRN; gyros; gyros ; IMUs ; INSs ; IRSs ; Linear accelerometers; navigation ; star tracker ,,
7E004.a.,항공데이터 시스템; 비행제어용 전기구동장치; 비행제어 광학센서 어레이; 항공기용 3차원 디스플레이; DBRN 시스템,,
7E004.b.,통합비행제어; 전기신호방식 비행조종 시스템; 광신호방식 비행조종 시스템; 능동 비행제어 시스템; Active flight control system; fly-by-light system; fly-by-wire system; Total control of flight,,
7E004.c.,헬리콥터 시스템,,
7E102.,항공 전자장비 보호,,
7E104.,비행관리체계 통합; 로켓 시스템,,
8A001.,수상선; 잠수정; submersible vehicles ; surface vessels,,
8A001.a.,"밧줄이 달린 잠수정; 유인 잠수정; Manned submersible vehicles; Manned, tethered submersible vehicles; Tethered submersible vehicles",,
8A001.b.,"밧줄이 없는 잠수정; 유인 잠수정; Manned submersible vehicles; Manned, untethered submersible vehicles; untethered submersible vehicles",인양 잠수정; lifting submersible vehicles,
8A001.c.,밧줄이 달린 잠수정; 무인 잠수정; tethered submersible vehicles; unmanned submersible vehicles; unmanned tethered submersible vehicles,,
8A001.e.,통합항해시스템; 해저항해시스템; 자동위치유지장치; DPS; Dynamic positioning system; navigation integration system; Seafloor navigation,항해시스템; 해양구조 시스템; navigation; Ocean salvage system,
8A002.,,해양 시스템; Marine systems,
8A002.a.,생명줄; 내압선각; 스러스터; 압력격납고; 잠수정용 부품; 잠수정 용 커넥터; 직류 추진 모터; connector; Direct current propulsion motors; Pressure housings; pressure hulls; thrusters; umbilical cable,,
8A002.b.,잠수정용 제어장치; automated control for submersible vehicles,,
8A002.c.,광섬유 압력 선체 관통구; fibre optic pressure hull penetrators,,
8A002.d.,수중 비전 시스템; Underwater vision systems,조명장치; illuminators,
8A002.g.,조명장치; illuminators,,
8A002.h.,로봇; Robot,수중용 로봇; underwater robot,
8A002.i.,"로봇팔, robot arm, 매니퓰레이터, Manipulator",원격조종 관절형 머니퓰레이터; Remotely controlled articulated manipulators,
8A002.j.,공기불요동력장치; Air independent power systems,단원자가스; 화학적 세정 시스템; 화학적 흡수 시스템; Chemical absorber system; Chemical scrubber system; monoatomic gas,
8A002.j.1.,브레이톤 사이클엔진 공기불요동력장치; 랭킨 사이클엔진 공기불요동력장치; Brayton cycle engine air independent power system; Rankine cycle engine air independent power system,브레이톤 사이클엔진; 랭킨 사이클엔진; Brayton cycle engine; Rankine cycle engine,
8A002.j.2.,디젤 사이클 엔진공기불요장치; Diesel cycle engine air independent system,디젤 사이클 엔진; Diesel cycle engine,
8A002.j.3.,연료전지 공기불요동력장치; Fuel cell air independent power system,연료전지; Fuel cell,
8A002.j.4.,스터링 사이클 엔진 공기불요동력장치; Stirling cycle engine air independent power system,스터링 사이클 엔진; Stirling cycle engine,
8A002.o.,"프로펠러; 동력발생장치; 동력전달장치; 소음감소 장치; noise reduction systems,; power generation systems; power transmission systems; Propellers",저변공기공급 프로펠러 시스템; 영구자석을 이용한 전자 추진 엔진; 마그네틱 베어링; 가변피치 프로펠러; 액체냉각 전기추진 모터; 공기공급 프로펠러 시스템; 초전도 추진 모터; 허브 조립품; 림 구동; 림 구동 추진 시스템; 림-구동; 림-구동 추진 시스템; Base-ventilated propeller systems; Controllable-pitch propellers; hub assemblies; hub assembly; Internally liquid-cooled electric propulsion motors; magnetic bearing; permanent magnet electric propulsion engines; rim driven; rim-driven; rim driven propulsion system; rim-driven propulsion system; rim-driven propulsion system; Superconductive propulsion motors; Ventilatedpropeller systems,
8A002.p.,펌프제트 추진 시스템; Pumpjet propulsion systems,,
8A002.q.,수중유영 장비; 잠수 장비,diving equipment; Underwater swimming equipment,
8A002.r.,잠수부 제지 음향시스템; Diver deterrent acoustic systems,"음향시스템, acoustic systems",
8B001.,수관; water tunnel,,
8C001.,Syntactic foam,,
8D001.,"잠수정용 소프트웨어, 수상선용 소프트웨어; software for submersible vehicles ; software for surface vessels",,
8D002.,수중소음 감소용으로 전용 설계된 프로펠러 소프트웨어; softwarefor overhaul or refurbishing of propellers specially designed for underwater noise reduction.,,
8E002.a.,"수중소음 기술; 수중 소음 프로펠러 기술, 수중용 프로펠러 기술; Technology for noise reduction",,
8E002.b.,무인 잠수정 기술,,
8E002.c.,표면효과선 기술; 최소 수선 면적 선박 관련 기술; 자동제어 foil 시스템용 능동시스템을 갖는 수중익선 기술; Technology for Hydrofoil vessels with active systems; Technology for Small waterplane area vessels; Technology for Surface-effect vehicles,,
9A001.,항공가스터빈 엔진; 항공용 가스터빈 엔진; Aero gas turbine engine,가스터빈; gas turbine,터빈; turbine
9A002.,선박용 가스터빈엔진; Marine gas turbine engine,가스터빈; gas turbine,터빈; turbine
